token,model,logprob_sum,count
1599,delphi-llama2-100k,-3698.2714478373528,689
2197,delphi-llama2-100k,-2167.5407140254974,300
2358,delphi-llama2-100k,-2032.1952424049377,323
633,delphi-llama2-100k,-11808.721346110106,3849
1209,delphi-llama2-100k,-6627.147490024567,1334
2565,delphi-llama2-100k,-1933.0761647224426,286
1226,delphi-llama2-100k,-4032.630728872493,1356
2030,delphi-llama2-100k,-2132.2532999515533,433
1182,delphi-llama2-100k,-6750.682844281197,1361
1038,delphi-llama2-100k,-8484.603376567364,1799
683,delphi-llama2-100k,-4420.851754710078,1449
1093,delphi-llama2-100k,-8543.067841768265,1623
4061,delphi-llama2-100k,-8506.436921715736,2478
491,delphi-llama2-100k,-625.103045420954,3491
1271,delphi-llama2-100k,-5129.46991950646,1305
476,delphi-llama2-100k,-19247.56041847123,11376
756,delphi-llama2-100k,-11516.87780834362,3747
1385,delphi-llama2-100k,-4990.763309717178,1007
1305,delphi-llama2-100k,-1859.5130970478058,369
604,delphi-llama2-100k,-15802.774330470711,6559
2083,delphi-llama2-100k,-2678.5312284231186,438
739,delphi-llama2-100k,-14722.652121417224,3947
1733,delphi-llama2-100k,-2141.874392386526,521
3115,delphi-llama2-100k,-823.6505477428436,186
449,delphi-llama2-100k,-17905.344113422558,4259
3861,delphi-llama2-100k,-654.1336656212807,128
2080,delphi-llama2-100k,-138.66096484917216,373
788,delphi-llama2-100k,-11968.320081748068,3394
905,delphi-llama2-100k,-7390.679767767899,2538
1483,delphi-llama2-100k,-1483.0605947002769,901
1071,delphi-llama2-100k,-4192.770407736301,1600
746,delphi-llama2-100k,-9671.053739704192,3211
1141,delphi-llama2-100k,-5543.055844962597,1661
852,delphi-llama2-100k,-11642.345999479294,2866
1072,delphi-llama2-100k,-7991.914467930794,1657
1447,delphi-llama2-100k,-3456.5601902604103,534
2481,delphi-llama2-100k,-2022.725128531456,302
902,delphi-llama2-100k,-10053.48216292262,2523
1490,delphi-llama2-100k,-2704.937996864319,673
1178,delphi-llama2-100k,-4300.999971903861,1475
2541,delphi-llama2-100k,-1034.9234310984612,184
878,delphi-llama2-100k,-6486.283912036568,2915
848,delphi-llama2-100k,-7244.188932210207,2814
2620,delphi-llama2-100k,-1806.76385140419,281
738,delphi-llama2-100k,-158.8813919723034,76
1990,delphi-llama2-100k,-1836.9569410979748,461
1010,delphi-llama2-100k,-8695.252073705196,1934
2458,delphi-llama2-100k,-203.18482725135982,290
1056,delphi-llama2-100k,-7838.650790333748,1839
2046,delphi-llama2-100k,-1589.5197229236364,442
1039,delphi-llama2-100k,-7261.275014698505,1816
535,delphi-llama2-100k,-1126.4206538200378,122
719,delphi-llama2-100k,-2034.046761734644,997
2707,delphi-llama2-100k,-1797.975706577301,239
2561,delphi-llama2-100k,-1320.2702153921127,230
383,delphi-llama2-100k,-2658.2206756547384,1788
2127,delphi-llama2-100k,-1333.5202910006046,391
554,delphi-llama2-100k,-2432.9578932523727,343
4031,delphi-llama2-100k,-2529.1984371677972,1512
2110,delphi-llama2-100k,-211.32732200808823,130
910,delphi-llama2-100k,-7578.088507577777,2157
2063,delphi-llama2-100k,-962.3318572342396,386
3831,delphi-llama2-100k,-708.7487353980541,145
1892,delphi-llama2-100k,-1815.7969331741333,536
2842,delphi-llama2-100k,-1384.7729625701904,198
652,delphi-llama2-100k,-3122.8467658758163,517
472,delphi-llama2-100k,-329.1158164255321,196
2305,delphi-llama2-100k,-1456.6981826424599,315
2834,delphi-llama2-100k,-1622.7801704406738,229
3723,delphi-llama2-100k,-887.5058240294456,159
1340,delphi-llama2-100k,-5547.9508854448795,896
2319,delphi-llama2-100k,-1515.1887340545654,314
1003,delphi-llama2-100k,-5621.860565140843,1462
1076,delphi-llama2-100k,-7961.067251801491,1689
1053,delphi-llama2-100k,-2831.606333255768,552
3896,delphi-llama2-100k,-317.6953511759639,104
2425,delphi-llama2-100k,-1340.520313501358,296
3886,delphi-llama2-100k,-622.9744794368744,112
3625,delphi-llama2-100k,-793.9453880190849,135
854,delphi-llama2-100k,-13787.14383277297,2689
1971,delphi-llama2-100k,-2613.779897212982,433
934,delphi-llama2-100k,-10020.419447422028,2115
3467,delphi-llama2-100k,-832.205245256424,166
1025,delphi-llama2-100k,-6748.387411594391,1867
4067,delphi-llama2-100k,-5691.560409426689,1699
817,delphi-llama2-100k,-718.4851450808346,311
919,delphi-llama2-100k,-7779.461500175297,2295
4036,delphi-llama2-100k,-3042.7639462219086,3483
3393,delphi-llama2-100k,-63.12376618385315,33
260,delphi-llama2-100k,-2237.152949373238,1635
2577,delphi-llama2-100k,-1190.8162422776222,292
2414,delphi-llama2-100k,-2101.602922439575,317
925,delphi-llama2-100k,-8929.880057513714,2307
1231,delphi-llama2-100k,-3485.825465172529,1318
1262,delphi-llama2-100k,-2008.7460739836097,1226
2227,delphi-llama2-100k,-1502.4472715854645,315
1255,delphi-llama2-100k,-5828.74217915535,1123
2534,delphi-llama2-100k,-1157.5705277323723,234
527,delphi-llama2-100k,-14920.721382945776,5725
2122,delphi-llama2-100k,-2049.694171965122,369
1445,delphi-llama2-100k,-6109.52938914299,893
1539,delphi-llama2-100k,-3975.8637095838785,814
2903,delphi-llama2-100k,-1250.7933735847473,225
1796,delphi-llama2-100k,-2930.637407064438,551
1401,delphi-llama2-100k,-3918.5795146524906,961
1350,delphi-llama2-100k,-3943.679187953472,1083
4051,delphi-llama2-100k,-8569.308701179922,3038
2031,delphi-llama2-100k,-1221.6091777086258,435
1418,delphi-llama2-100k,-4086.8566849827766,790
1534,delphi-llama2-100k,-3682.366121530533,790
1322,delphi-llama2-100k,-5901.978536486626,1123
2969,delphi-llama2-100k,-1072.410718291998,189
3036,delphi-llama2-100k,-612.3802275508642,157
776,delphi-llama2-100k,-8739.850937515497,1747
1297,delphi-llama2-100k,-4158.724821165204,1129
4063,delphi-llama2-100k,-5085.183257818222,1520
2551,delphi-llama2-100k,-1118.4261207580566,238
1139,delphi-llama2-100k,-4098.408808872104,1209
969,delphi-llama2-100k,-9569.083818852901,2216
1251,delphi-llama2-100k,-4961.535601139069,955
2650,delphi-llama2-100k,-615.1631603240967,82
344,delphi-llama2-100k,-468.8390092179179,140
3918,delphi-llama2-100k,-1092.8294200897217,149
1419,delphi-llama2-100k,-4761.063318014145,968
2546,delphi-llama2-100k,-1711.6575446128845,264
2229,delphi-llama2-100k,-1664.6700387001038,341
2774,delphi-llama2-100k,-1611.8533606529236,235
3479,delphi-llama2-100k,-54.84346267580986,25
2148,delphi-llama2-100k,-1885.3939434289932,364
2131,delphi-llama2-100k,-2289.123886346817,381
2482,delphi-llama2-100k,-1275.31146723032,283
1565,delphi-llama2-100k,-3972.658970117569,717
868,delphi-llama2-100k,-6762.41019654274,2036
1117,delphi-llama2-100k,-4023.4197190999985,1480
2378,delphi-llama2-100k,-1613.5758415460587,333
289,delphi-llama2-100k,-1645.4619087772444,1195
2132,delphi-llama2-100k,-1018.8165489435196,391
1949,delphi-llama2-100k,-215.50829401046212,476
2402,delphi-llama2-100k,-1340.3531565666199,313
2579,delphi-llama2-100k,-1084.5682094097137,253
520,delphi-llama2-100k,-749.8141468446702,299
1665,delphi-llama2-100k,-2870.319121271372,687
1661,delphi-llama2-100k,-1773.2476501464844,226
1762,delphi-llama2-100k,-251.4471630535554,257
1812,delphi-llama2-100k,-55.87101041153073,67
2280,delphi-llama2-100k,-1941.882511138916,348
1177,delphi-llama2-100k,-4719.400824606419,1430
2009,delphi-llama2-100k,-1985.4529242515564,460
1888,delphi-llama2-100k,-2585.855229973793,516
1195,delphi-llama2-100k,-4001.1089654788375,1304
550,delphi-llama2-100k,-352.58738604094833,262
1567,delphi-llama2-100k,-3160.3667735755444,718
3015,delphi-llama2-100k,-1252.8975239992142,230
639,delphi-llama2-100k,-11373.802259892225,2959
1353,delphi-llama2-100k,-3254.749791767448,1118
986,delphi-llama2-100k,-2857.7152042984962,437
1837,delphi-llama2-100k,-561.3821570724249,320
312,delphi-llama2-100k,-1710.9673932418227,691
3747,delphi-llama2-100k,-439.3148742429912,182
2120,delphi-llama2-100k,-1874.3518734890968,371
3536,delphi-llama2-100k,-1185.283503651619,182
944,delphi-llama2-100k,-5495.980260483921,1653
275,delphi-llama2-100k,-2953.0693417685106,1969
1784,delphi-llama2-100k,-1146.7985130436718,564
1304,delphi-llama2-100k,-2584.590323805809,516
3924,delphi-llama2-100k,-818.9477114006877,141
2463,delphi-llama2-100k,-1107.7914681434631,154
523,delphi-llama2-100k,-17272.41136990674,8381
3100,delphi-llama2-100k,-2109.9810562431812,1012
1055,delphi-llama2-100k,-8205.555271208286,1688
1603,delphi-llama2-100k,-2618.235779516399,729
1745,delphi-llama2-100k,-2650.4246648214757,572
1396,delphi-llama2-100k,-1004.8351697195321,970
1951,delphi-llama2-100k,-1534.6263655722141,430
3003,delphi-llama2-100k,-862.1240981221199,175
1352,delphi-llama2-100k,-6243.733981847763,1027
1785,delphi-llama2-100k,-2579.4890991300344,552
1236,delphi-llama2-100k,-4755.726889371872,896
2356,delphi-llama2-100k,-1837.9476552009583,306
1078,delphi-llama2-100k,-5068.498323623091,1826
3014,delphi-llama2-100k,-1046.254275918007,213
717,delphi-llama2-100k,-2828.646458506584,402
637,delphi-llama2-100k,-1252.027179221157,694
3383,delphi-llama2-100k,-291.9034098908305,79
1427,delphi-llama2-100k,-1292.7214970588684,176
2320,delphi-llama2-100k,-2327.0620925426483,350
1122,delphi-llama2-100k,-4869.249618887901,986
2072,delphi-llama2-100k,-1914.4101070016623,439
1185,delphi-llama2-100k,-3376.3816760629416,935
4042,delphi-llama2-100k,-3285.432432520436,1391
795,delphi-llama2-100k,-885.2167172133923,491
305,delphi-llama2-100k,-2424.4274205765687,1522
497,delphi-llama2-100k,-16322.40117973159,10174
1606,delphi-llama2-100k,-2322.169058263302,727
1412,delphi-llama2-100k,-3767.982646584511,743
1054,delphi-llama2-100k,-7151.610437273979,1772
3712,delphi-llama2-100k,-1247.4711604118347,174
1507,delphi-llama2-100k,-2768.7684977650642,845
1203,delphi-llama2-100k,-3292.097253460437,1417
1342,delphi-llama2-100k,-6774.071478366852,1089
1514,delphi-llama2-100k,-4329.362399175763,842
1493,delphi-llama2-100k,-2939.8798898682,896
2469,delphi-llama2-100k,-2065.7390422821045,297
1084,delphi-llama2-100k,-4418.810594821349,1795
2715,delphi-llama2-100k,-448.83725152909756,191
1756,delphi-llama2-100k,-2621.5370077462867,652
263,delphi-llama2-100k,-3839.567806005478,542
1157,delphi-llama2-100k,-3968.772450789809,1470
2359,delphi-llama2-100k,-1733.0244124531746,293
4034,delphi-llama2-100k,-3671.9034178070724,1903
1023,delphi-llama2-100k,-92.27816715557128,151
897,delphi-llama2-100k,-1012.1815930306911,1149
4000,delphi-llama2-100k,-794.4496877193451,136
879,delphi-llama2-100k,-10086.804143175483,2646
1266,delphi-llama2-100k,-2925.764499440789,1249
3950,delphi-llama2-100k,-1125.179313659668,148
3812,delphi-llama2-100k,-424.5452315211296,128
1180,delphi-llama2-100k,-3318.9322514533997,984
768,delphi-llama2-100k,-7015.992581598461,3161
3143,delphi-llama2-100k,-515.6958132460713,154
3213,delphi-llama2-100k,-976.6178696155548,167
483,delphi-llama2-100k,-1086.5239062956534,1185
1908,delphi-llama2-100k,-2524.2980412244797,475
3301,delphi-llama2-100k,-1097.0615097433329,197
2336,delphi-llama2-100k,-1093.6240509748459,149
464,delphi-llama2-100k,-1565.5670303252991,893
1145,delphi-llama2-100k,-4229.624355897307,987
931,delphi-llama2-100k,-8404.748440235853,1930
2163,delphi-llama2-100k,-2222.173759639263,391
1616,delphi-llama2-100k,-3011.9846782684326,717
3413,delphi-llama2-100k,-706.3409936055541,182
1653,delphi-llama2-100k,-1885.3896531853825,599
2124,delphi-llama2-100k,-1928.5158296823502,320
1359,delphi-llama2-100k,-2607.070877790451,401
1657,delphi-llama2-100k,-1429.7026089169085,460
1043,delphi-llama2-100k,-8289.824522256851,1774
1808,delphi-llama2-100k,-1338.4259524345398,318
1092,delphi-llama2-100k,-1996.3766329288483,252
1773,delphi-llama2-100k,-100.66139401495457,98
951,delphi-llama2-100k,-12170.364004135132,2191
901,delphi-llama2-100k,-5008.020214878023,2549
1194,delphi-llama2-100k,-6458.378993213177,1401
2678,delphi-llama2-100k,-2216.334189891815,300
3765,delphi-llama2-100k,-451.17283295467496,122
1099,delphi-llama2-100k,-5349.251591205597,1611
3728,delphi-llama2-100k,-49.79694843292236,7
1746,delphi-llama2-100k,-595.7220533281798,399
1171,delphi-llama2-100k,-5511.400970831513,2242
851,delphi-llama2-100k,-1598.4527583122253,187
4044,delphi-llama2-100k,-2990.820124514401,1070
285,delphi-llama2-100k,-6348.961098249361,4620
2473,delphi-llama2-100k,-969.943589925766,120
343,delphi-llama2-100k,-1267.7956639416516,744
2873,delphi-llama2-100k,-1068.0826598405838,164
1556,delphi-llama2-100k,-3198.7975351810455,804
2237,delphi-llama2-100k,-1914.7229276299477,352
1281,delphi-llama2-100k,-4086.691268801689,1045
3525,delphi-llama2-100k,-900.7228845357895,151
1651,delphi-llama2-100k,-3594.756610006094,716
1912,delphi-llama2-100k,-2785.4322422742844,482
1032,delphi-llama2-100k,-8138.2120667696,1795
1467,delphi-llama2-100k,-2313.310262709856,823
1421,delphi-llama2-100k,-2200.518232518807,871
875,delphi-llama2-100k,-10022.86004716158,2531
3689,delphi-llama2-100k,-604.6344243884087,124
4023,delphi-llama2-100k,-23337.65578430891,8061
1743,delphi-llama2-100k,-1547.7341242432594,607
3654,delphi-llama2-100k,-991.908890247345,129
1602,delphi-llama2-100k,-71.21290039410815,122
3784,delphi-llama2-100k,-486.4117602184415,119
1391,delphi-llama2-100k,-2798.48297894001,940
3296,delphi-llama2-100k,-1040.216522693634,150
664,delphi-llama2-100k,-7749.875435689464,3298
2390,delphi-llama2-100k,-2375.3181646466255,394
2806,delphi-llama2-100k,-1043.5283753871918,239
1334,delphi-llama2-100k,-5118.550177693367,995
569,delphi-llama2-100k,-598.1507956769783,1036
1320,delphi-llama2-100k,-1172.1384066343307,157
465,delphi-llama2-100k,-860.6489907000214,807
1387,delphi-llama2-100k,-3141.134966611862,615
2548,delphi-llama2-100k,-1074.4558466672897,275
1650,delphi-llama2-100k,-2255.308063149452,677
1127,delphi-llama2-100k,-4934.3832372538745,1667
1214,delphi-llama2-100k,-2688.8107880353928,501
3636,delphi-llama2-100k,-396.44870825111866,133
3934,delphi-llama2-100k,-720.2628893852234,114
2073,delphi-llama2-100k,-2513.9665438234806,414
2621,delphi-llama2-100k,-2027.8145859241486,270
441,delphi-llama2-100k,-1101.204241017811,955
841,delphi-llama2-100k,-7059.607044234872,2092
1547,delphi-llama2-100k,-4114.647475108504,863
1249,delphi-llama2-100k,-677.5602903366089,84
4041,delphi-llama2-100k,-1675.2652716415469,700
2802,delphi-llama2-100k,-1257.358142375946,179
1153,delphi-llama2-100k,-4203.573433160782,853
3349,delphi-llama2-100k,-609.5447022169828,135
1471,delphi-llama2-100k,-4990.864207625389,862
1206,delphi-llama2-100k,-4624.713850103319,1198
1886,delphi-llama2-100k,-2873.5859706401825,518
1799,delphi-llama2-100k,-2447.88187456131,524
3868,delphi-llama2-100k,-516.2025147676468,115
1028,delphi-llama2-100k,-5493.152322474867,1712
3366,delphi-llama2-100k,-993.2808421850204,175
2350,delphi-llama2-100k,-1939.2694764137268,313
355,delphi-llama2-100k,-3279.0274902042,1212
2638,delphi-llama2-100k,-92.70454104221426,134
1586,delphi-llama2-100k,-2685.1207731962204,703
1863,delphi-llama2-100k,-2749.2007596492767,472
1442,delphi-llama2-100k,-3141.955788999796,904
1027,delphi-llama2-100k,-8326.395050317049,1866
1589,delphi-llama2-100k,-3905.99582862854,710
839,delphi-llama2-100k,-780.5965974330902,114
1679,delphi-llama2-100k,-406.24210410937667,214
1717,delphi-llama2-100k,-3588.1562358140945,574
2807,delphi-llama2-100k,-1240.9644985198975,217
596,delphi-llama2-100k,-10538.791454925202,5439
907,delphi-llama2-100k,-6968.834281593561,2351
1444,delphi-llama2-100k,-2206.912948739715,787
1826,delphi-llama2-100k,-1805.4039708264172,508
4059,delphi-llama2-100k,-5341.269323520362,2247
573,delphi-llama2-100k,-634.7761718495749,1074
828,delphi-llama2-100k,-10067.153622264042,2937
1165,delphi-llama2-100k,-3684.3238293463364,1439
4055,delphi-llama2-100k,-5397.457067206502,1867
1344,delphi-llama2-100k,-889.4867964461446,543
2655,delphi-llama2-100k,-1080.1601141691208,262
1386,delphi-llama2-100k,-2043.595105022192,1039
2302,delphi-llama2-100k,-392.0792577266693,57
338,delphi-llama2-100k,-611.0846292602364,827
487,delphi-llama2-100k,-997.6185164451599,111
2024,delphi-llama2-100k,-110.983309045434,57
686,delphi-llama2-100k,-1867.2651544511318,1301
1660,delphi-llama2-100k,-3029.2839945852757,679
267,delphi-llama2-100k,-8347.15430176258,1168
987,delphi-llama2-100k,-571.2953593507409,310
1639,delphi-llama2-100k,-4579.499507427216,722
3055,delphi-llama2-100k,-1083.404188632965,167
1560,delphi-llama2-100k,-3867.851443991065,792
3354,delphi-llama2-100k,-577.1102785654366,148
960,delphi-llama2-100k,-585.2586116790771,69
597,delphi-llama2-100k,-2363.3694630842656,1516
3490,delphi-llama2-100k,-1742.027198843658,1146
1132,delphi-llama2-100k,-7148.314822494984,1542
2934,delphi-llama2-100k,-1635.4573335647583,209
1862,delphi-llama2-100k,-1770.6414031982422,307
1265,delphi-llama2-100k,-308.25892279855907,174
979,delphi-llama2-100k,-4051.2449672222137,822
1187,delphi-llama2-100k,-4071.7378336787224,1269
281,delphi-llama2-100k,-8297.3967705369,1361
1855,delphi-llama2-100k,-390.02505215257406,186
3471,delphi-llama2-100k,-487.4709407389164,157
3071,delphi-llama2-100k,-1159.7198627591133,196
1046,delphi-llama2-100k,-7438.452930390835,1520
3011,delphi-llama2-100k,-1143.9602987766266,168
1431,delphi-llama2-100k,-5053.209922611713,911
278,delphi-llama2-100k,-6098.452402561903,936
1896,delphi-llama2-100k,-178.51549424417317,166
1335,delphi-llama2-100k,-4724.1293196082115,1025
1227,delphi-llama2-100k,-6377.813080787659,1286
2256,delphi-llama2-100k,-1427.4736187458038,333
1778,delphi-llama2-100k,-3686.9905869960785,581
456,delphi-llama2-100k,-1708.135295715183,595
1945,delphi-llama2-100k,-1609.3125493973494,430
339,delphi-llama2-100k,-6704.642053604126,989
1192,delphi-llama2-100k,-1214.8747129142284,481
570,delphi-llama2-100k,-12408.502558949403,7116
1824,delphi-llama2-100k,-2123.7244272232056,261
3227,delphi-llama2-100k,-1448.2362468242645,194
1089,delphi-llama2-100k,-3798.323500096798,893
1173,delphi-llama2-100k,-3289.412954659201,1387
3785,delphi-llama2-100k,-1405.3413321189582,786
900,delphi-llama2-100k,-11096.467710614204,2506
1731,delphi-llama2-100k,-2546.2428892850876,529
1348,delphi-llama2-100k,-4604.947605192661,1049
2403,delphi-llama2-100k,-1754.7588422298431,312
2235,delphi-llama2-100k,-1366.152880936861,305
2527,delphi-llama2-100k,-1280.1128400713205,288
2095,delphi-llama2-100k,-1693.1915818452835,217
3833,delphi-llama2-100k,-915.2295768260956,127
1920,delphi-llama2-100k,-421.35233427770436,308
1697,delphi-llama2-100k,-2962.1595393419266,603
864,delphi-llama2-100k,-5924.80203795433,1572
1109,delphi-llama2-100k,-355.1217526749242,179
679,delphi-llama2-100k,-3811.8727449290454,998
1502,delphi-llama2-100k,-5106.986915111542,866
727,delphi-llama2-100k,-16719.37145012617,3940
1230,delphi-llama2-100k,-2995.6691032350063,809
1552,delphi-llama2-100k,-1459.262725982815,335
882,delphi-llama2-100k,-4175.971992403269,1508
3065,delphi-llama2-100k,-336.7222774550319,205
1488,delphi-llama2-100k,-1643.6780729293823,248
1944,delphi-llama2-100k,-2073.441962093115,458
2128,delphi-llama2-100k,-1841.401721417904,371
3627,delphi-llama2-100k,-710.0667911022902,140
2372,delphi-llama2-100k,-1708.6292881965637,268
2265,delphi-llama2-100k,-2054.8821872472763,328
2134,delphi-llama2-100k,-1124.047482907772,388
